date,ticker,signal,entry_price,stop_loss,target_price,trade_status,close_time,pnl
2024-12-27 07:00:00+05:30,ARDRUSDT,BUY,0.08948,0.08867,0.09110000000000001,FAIL,2024-12-27 08:15:00+05:30,-90.52302190433673
2024-12-27 07:00:00+05:30,STRAXUSDT,BUY,0.06372,0.06272,0.06572,PASS,2024-12-27 08:00:00+05:30,313.8731952291277
2024-12-27 07:30:00+05:30,ASTUSDT,BUY,0.1266,0.1241,0.13159999999999997,FAIL,2024-12-27 09:00:00+05:30,-197.47235387045723
2024-12-27 07:30:00+05:30,CLVUSDT,BUY,0.06687,0.06571,0.06918999999999999,PASS,2024-12-27 12:15:00+05:30,346.94182742634797
2024-12-27 07:30:00+05:30,STPTUSDT,BUY,0.05437,0.05329,0.05653000000000001,PASS,2024-12-27 11:00:00+05:30,397.27791061247177
2024-12-27 08:00:00+05:30,OXTUSDT,SELL,0.1121,0.1137,0.10890000000000002,FAIL,2024-12-27 12:15:00+05:30,-142.72970561998127
2024-12-27 08:00:00+05:30,UNIUSDT,SELL,13.587,13.966,12.829,FAIL,2024-12-27 11:30:00+05:30,-278.94310738205604
2024-12-27 08:15:00+05:30,ARBUSDT,SELL,0.7644,0.7737,0.7457999999999998,FAIL,2024-12-27 12:30:00+05:30,-121.66405023547993
2024-12-27 08:15:00+05:30,ETHFIUSDT,SELL,1.929,1.979,1.829,FAIL,2024-12-27 09:30:00+05:30,-259.2016588906171
2024-12-27 08:15:00+05:30,SSVUSDT,SELL,22.66,23.26,21.459999999999997,FAIL,2024-12-27 09:00:00+05:30,-264.78375992939164
2024-12-27 09:00:00+05:30,BADGERUSDT,BUY,4.142,4.086,4.2540000000000004,PASS,2024-12-27 14:30:00+05:30,270.4007725736361
2024-12-27 09:00:00+05:30,FIOUSDT,BUY,0.04055,0.03991,0.041830000000000006,FAIL,2024-12-27 13:00:00+05:30,-157.82983970406946
2024-12-27 09:00:00+05:30,MAVUSDT,BUY,0.2005,0.1986,0.20430000000000004,PASS,2024-12-27 10:00:00+05:30,189.52618453865463
2024-12-27 09:00:00+05:30,XTZUSDT,BUY,1.345,1.329,1.377,FAIL,2024-12-27 10:30:00+05:30,-118.95910780669155
2024-12-27 09:15:00+05:30,EURIUSDT,BUY,1.0419,1.0413,1.0431000000000004,FAIL,2024-12-27 13:00:00+05:30,-5.758710048950532
2024-12-27 09:15:00+05:30,EURUSDT,BUY,1.042,1.0415,1.043,FAIL,2024-12-27 12:45:00+05:30,-4.798464491362235
2024-12-27 10:15:00+05:30,ICXUSDT,SELL,0.1758,0.1777,0.17200000000000004,FAIL,2024-12-27 12:00:00+05:30,-108.07736063708674
2024-12-27 10:30:00+05:30,APEUSDT,SELL,1.206,1.225,1.1679999999999997,FAIL,2024-12-27 11:45:00+05:30,-157.54560530680038
2024-12-27 11:00:00+05:30,LQTYUSDT,BUY,2.1,2.067,2.166,PASS,2024-12-27 13:30:00+05:30,314.2857142857135
2024-12-27 11:15:00+05:30,ACEUSDT,BUY,2.086,2.06,2.1379999999999995,FAIL,2024-12-27 13:00:00+05:30,-124.64046021092908
2024-12-27 11:15:00+05:30,ACTUSDT,BUY,0.2896,0.2846,0.29960000000000003,FAIL,2024-12-27 13:00:00+05:30,-172.65193370165758
2024-12-27 11:15:00+05:30,ATOMUSDT,BUY,6.529,6.466,6.654999999999999,FAIL,2024-12-27 13:00:00+05:30,-96.49257160361421
2024-12-27 11:15:00+05:30,AVAXUSDT,BUY,37.51,37.15,38.23,FAIL,2024-12-27 13:00:00+05:30,-95.97440682484655
2024-12-27 11:15:00+05:30,AXSUSDT,BUY,6.31,6.238,6.453999999999998,PASS,2024-12-27 12:15:00+05:30,228.20919175910993
2024-12-27 11:15:00+05:30,BBUSDT,BUY,0.4101,0.4015,0.4273,PASS,2024-12-27 14:30:00+05:30,419.40990002438406
2024-12-27 11:15:00+05:30,INJUSDT,BUY,21.27,21.04,21.73,FAIL,2024-12-27 13:00:00+05:30,-108.13352139163162
2024-12-27 11:15:00+05:30,MBOXUSDT,BUY,0.1942,0.1919,0.19880000000000006,PASS,2024-12-27 12:15:00+05:30,236.86920700309207
